source;target;onset.censored;terminus.censored;duration;edge.id;onset;terminus
27;53;FALSE;FALSE;1;596;1646;1647
27;66;FALSE;FALSE;1;597;1646;1647
27;67;FALSE;FALSE;1;598;1646;1647
17;27;FALSE;FALSE;1;599;1646;1647
27;62;FALSE;FALSE;1;600;1646;1647
27;56;FALSE;FALSE;1;601;1646;1647
27;18;FALSE;FALSE;1;602;1646;1647
27;20;FALSE;FALSE;1;603;1646;1647
66;27;FALSE;FALSE;1;604;1647;1648
66;27;FALSE;FALSE;1;605;1647;1648
27;35;FALSE;FALSE;1;606;1647;1648
53;27;FALSE;FALSE;1;607;1647;1648
27;56;FALSE;FALSE;1;608;1647;1648
35;27;FALSE;FALSE;1;609;1647;1648
27;17;FALSE;FALSE;1;610;1647;1648
27;53;FALSE;FALSE;1;611;1647;1648
66;27;FALSE;FALSE;1;612;1647;1648
27;66;FALSE;FALSE;1;613;1647;1648
27;68;FALSE;FALSE;1;614;1647;1648
27;56;FALSE;FALSE;1;615;1647;1648
27;50;FALSE;FALSE;1;616;1647;1648
27;56;FALSE;FALSE;1;617;1647;1648
27;68;FALSE;FALSE;1;618;1647;1648
66;27;FALSE;FALSE;1;619;1647;1648
27;66;FALSE;FALSE;1;620;1647;1648
17;27;FALSE;FALSE;1;621;1647;1648
27;53;FALSE;FALSE;1;622;1647;1648
27;78;FALSE;FALSE;1;623;1647;1648
10;27;FALSE;FALSE;1;624;1647;1648
27;87;FALSE;FALSE;1;626;1647;1648
27;87;FALSE;FALSE;1;627;1647;1648
27;17;FALSE;FALSE;1;628;1647;1648
27;66;FALSE;FALSE;1;629;1647;1648
27;68;FALSE;FALSE;1;630;1647;1648
27;56;FALSE;FALSE;1;631;1647;1648
17;27;FALSE;FALSE;1;632;1647;1648
17;27;FALSE;FALSE;1;633;1647;1648
53;27;FALSE;FALSE;1;634;1647;1648
27;71;FALSE;FALSE;1;635;1647;1648
27;17;FALSE;FALSE;1;636;1647;1648
27;66;FALSE;FALSE;1;637;1647;1648
27;10;FALSE;FALSE;1;638;1647;1648
27;52;FALSE;FALSE;1;639;1647;1648
10;27;FALSE;FALSE;1;640;1647;1648
27;53;FALSE;FALSE;1;641;1647;1648
27;56;FALSE;FALSE;1;642;1647;1648
27;53;FALSE;FALSE;1;643;1647;1648
27;70;FALSE;FALSE;1;644;1648;1649
66;27;FALSE;FALSE;1;645;1648;1649
66;27;FALSE;FALSE;1;646;1648;1649
27;56;FALSE;FALSE;1;647;1648;1649
27;66;FALSE;FALSE;1;648;1648;1649
27;77;FALSE;FALSE;1;649;1648;1649
27;56;FALSE;FALSE;1;650;1648;1649
10;27;FALSE;FALSE;1;651;1648;1649
27;70;FALSE;FALSE;1;652;1648;1649
27;17;FALSE;FALSE;1;653;1648;1649
27;68;FALSE;FALSE;1;654;1648;1649
27;68;FALSE;FALSE;1;655;1648;1649
27;56;FALSE;FALSE;1;656;1648;1649
27;32;FALSE;FALSE;1;657;1648;1649
32;27;FALSE;FALSE;1;658;1648;1649
10;27;FALSE;FALSE;1;659;1648;1649
27;79;FALSE;FALSE;1;660;1648;1649
27;32;FALSE;FALSE;1;661;1648;1649
27;17;FALSE;FALSE;1;662;1648;1649
27;66;FALSE;FALSE;1;663;1648;1649
27;56;FALSE;FALSE;1;664;1648;1649
3;27;FALSE;FALSE;1;665;1648;1649
27;3;FALSE;FALSE;1;666;1648;1649
27;23;FALSE;FALSE;1;667;1648;1649
66;27;FALSE;FALSE;1;668;1648;1649
3;27;FALSE;FALSE;1;669;1648;1649
10;27;FALSE;FALSE;1;670;1648;1649
27;3;FALSE;FALSE;1;671;1648;1649
27;68;FALSE;FALSE;1;672;1648;1649
27;68;FALSE;FALSE;1;673;1648;1649
27;66;FALSE;FALSE;1;674;1648;1649
27;68;FALSE;FALSE;1;675;1648;1649
27;68;FALSE;FALSE;1;676;1648;1649
27;68;FALSE;FALSE;1;677;1648;1649
59;27;FALSE;FALSE;1;678;1648;1649
71;27;FALSE;FALSE;1;679;1648;1649
17;27;FALSE;FALSE;1;680;1648;1649
66;27;FALSE;FALSE;1;681;1649;1650
27;59;FALSE;FALSE;1;682;1649;1650
27;66;FALSE;FALSE;1;683;1649;1650
27;68;FALSE;FALSE;1;684;1649;1650
27;17;FALSE;FALSE;1;685;1649;1650
27;71;FALSE;FALSE;1;686;1649;1650
17;27;FALSE;FALSE;1;687;1649;1650
27;17;FALSE;FALSE;1;688;1649;1650
27;77;FALSE;FALSE;1;689;1649;1650
10;27;FALSE;FALSE;1;690;1649;1650
59;27;FALSE;FALSE;1;691;1649;1650
17;27;FALSE;FALSE;1;692;1649;1650
77;27;FALSE;FALSE;1;693;1649;1650
17;27;FALSE;FALSE;1;694;1649;1650
27;66;FALSE;FALSE;1;695;1649;1650
27;10;FALSE;FALSE;1;696;1649;1650
27;17;FALSE;FALSE;1;697;1649;1650
27;17;FALSE;FALSE;1;698;1649;1650
27;68;FALSE;FALSE;1;699;1649;1650
27;77;FALSE;FALSE;1;700;1649;1650
27;59;FALSE;FALSE;1;701;1649;1650
27;68;FALSE;FALSE;1;702;1649;1650
27;20;FALSE;FALSE;1;703;1649;1650
27;10;FALSE;FALSE;1;704;1649;1650
27;68;FALSE;FALSE;1;705;1649;1650
27;68;FALSE;FALSE;1;706;1649;1650
27;66;FALSE;FALSE;1;707;1649;1650
27;14;FALSE;FALSE;1;708;1649;1650
27;37;FALSE;FALSE;1;709;1649;1650
14;27;FALSE;FALSE;1;710;1649;1650
59;27;FALSE;FALSE;1;711;1649;1650
27;59;FALSE;FALSE;1;712;1649;1650
27;14;FALSE;FALSE;1;713;1649;1650
27;68;FALSE;FALSE;1;714;1649;1650
27;52;FALSE;FALSE;1;715;1649;1650
27;52;FALSE;FALSE;1;716;1649;1650
14;27;FALSE;FALSE;1;717;1649;1650
27;10;FALSE;FALSE;1;718;1649;1650
27;68;FALSE;FALSE;1;719;1649;1650
27;66;FALSE;FALSE;1;720;1649;1650
59;27;FALSE;FALSE;1;721;1649;1650
10;27;FALSE;FALSE;1;722;1649;1650
27;20;FALSE;FALSE;1;723;1649;1650
10;27;FALSE;FALSE;1;724;1649;1650
27;24;FALSE;FALSE;1;725;1649;1650
27;68;FALSE;FALSE;1;726;1649;1650
27;53;FALSE;FALSE;1;727;1649;1650
27;38;FALSE;FALSE;1;728;1649;1650
27;68;FALSE;FALSE;1;729;1649;1650
27;77;FALSE;FALSE;1;730;1649;1650
27;38;FALSE;FALSE;1;731;1650;1651
27;68;FALSE;FALSE;1;732;1650;1651
27;29;FALSE;FALSE;1;733;1650;1651
27;28;FALSE;FALSE;1;734;1650;1651
